Iterations,Average Crashes L,Average Crashes O,Average Crashes R,Average Crashes R w/ Full Restart
8730,10,,,
8735,0,,,
8740,0,,,
8745,0,,,
8750,0,,,
8755,0,,,
8760,0,,,
8765,10,,,
8770,10,,,
8775,10,,,
8780,0,,,
8785,0,,,
8790,10,,,
8795,10,,,
8800,0,,,
8805,10,,,
8810,10,,,
8815,0,,,
8820,10,,,
8825,0,,,
8830,10,,,
8835,10,,,
8840,10,,,
8845,10,,,
8850,0,,,
8855,10,,,
8860,10,,,
8865,0,,,
8870,0,,,
8875,0,,,
8880,10,,,
8885,0,,,
8890,10,,,
8895,10,,,
8900,0,,,
8905,0,,,
8910,10,,,
8915,0,,,
8920,10,,,
8925,0,,,
8930,10,,,
8935,0,,,
8940,0,,,
8945,10,,,
8950,0,,,
8955,10,,,
8960,0,,,
8965,0,,,
8970,10,,,
8975,0,,,
8980,0,,,
8985,0,,,
8990,0,,,
8995,10,,,
9000,0,,,
9005,10,,,
9010,10,,,
9015,10,,,
9020,0,,,
9025,10,,,
9030,0,,,
9035,0,,,
9040,0,,,
9045,0,,,
9050,10,,,
9055,10,,,
9060,10,,,
9065,0,,,
9070,10,,,
9075,10,,,
9080,10,,,
9085,10,,,
9090,0,,,
9095,10,,,
9100,0,,,
9105,0,,,
9110,0,,,
9115,0,,,
9120,0,,,
9125,0,,,
9130,10,,,
9135,10,,,
9140,0,,,
9145,10,,,
9150,10,,,
9155,0,,,
9160,10,,,
9165,10,,,
9170,0,,,
9175,0,,,
9180,0,,,
9185,10,,,
9190,0,,,
9195,10,,,
9200,10,,,
9205,10,,,
9210,10,,,
9215,10,,,
9220,10,,,
9225,10,,,
9230,0,,,
9235,10,,,
9240,10,,,
9245,10,,,
9250,10,,,
9255,0,,,
9260,10,,,
9265,10,,,
9270,0,,,
9275,0,,,
9280,0,,,
9285,0,,,
9290,0,,,
9295,0,,,
9300,0,,,
9305,0,,,
9310,10,,,
9315,10,,,
9320,0,,,
9325,0,,,
9330,0,,,
9335,10,,,
9340,0,,,
9345,0,,,
9350,0,,,
9355,10,,,
9360,0,,,
9365,10,,,
9370,0,,,
9375,10,,,
9380,0,,,
9385,10,,,
9390,10,,,
9395,0,,,
9400,10,,,
9405,0,,,
9410,0,,,
9415,0,,,
9420,10,,,
9425,0,,,
9430,0,,,
9435,10,,,
9440,10,,,
9445,0,,,
9450,10,,,
9455,0,,,
9460,0,,,
9465,0,,,
9470,0,,,
9475,10,,,
9480,0,,,
9485,0,,,
9490,10,,,
9495,0,,,
9500,0,,,
9505,10,,,
9510,0,,,
9515,10,,,
9520,0,,,
9525,0,,,
9530,10,,,
9535,10,,,
9540,0,,,
9545,0,,,
9550,0,,,
9555,0,,,
9560,10,,,
9565,0,,,
9570,0,,,
9575,0,,,
9580,10,,,
9585,10,,,
9590,10,,,
9595,10,,,
9600,0,,,
9605,10,,,
9610,10,,,
9615,10,,,
9620,10,,,
9625,10,,,
9630,0,,,
9635,10,,,
9640,10,,,
9645,10,,,
9650,0,,,
9655,0,,,
9660,0,,,
9665,0,,,
9670,0,,,
9675,10,,,
9680,0,,,
9685,10,,,
9690,0,,,
9695,10,,,
9700,10,,,
9705,10,,,
9710,10,,,
9715,0,,,
9720,0,,,
9725,0,,,
9730,10,,,
9735,0,,,
9740,10,,,
9745,10,,,
9750,0,,,
9755,10,,,
9760,0,,,
9765,10,,,
9770,10,,,
9775,0,,,
9780,10,,,
9785,10,,,
9790,0,,,
9795,0,,,
9800,0,,,
9805,10,,,
9810,0,,,
9815,0,,,
9820,0,,,
9825,0,,,
9830,0,,,
9835,10,,,
9840,0,,,
9845,0,,,
9850,10,,,
9855,0,,,
9860,0,,,
9865,0,,,
9870,10,,,
9875,0,,,
9880,0,,,
9885,0,,,
9890,0,,,
9895,0,,,
9900,0,,,
9905,0,,,
9910,0,,,
9915,0,,,
9920,0,,,
9925,0,,,
9930,0,,,
9935,0,,,
9940,0,,,
9945,0,,,
9950,0,,,
9955,0,,,
9960,0,,,
9965,10,,,
9970,10,,,
9975,0,,,
9980,0,,,
9985,10,,,
9990,0,,,
9995,0,,,
10000,10,,,
10005,0,,,
10010,0,,,
10015,0,,,
10020,0,,,
10025,0,,,
10030,0,,,
10035,0,,,
10040,0,,,
10045,0,,,
10050,0,,,
10055,10,,,
10060,10,,,
10065,0,,,
10070,10,,,
10075,0,,,
10080,10,,,
10085,0,,,
10090,0,,,
10095,10,,,
10100,10,,,
10105,0,,,
10110,0,,,
10115,0,,,
10120,0,,,
10125,10,,,
10130,0,,,
10135,0,,,
10140,0,,,
10145,0,,,
10150,0,,,
10155,0,,,
10160,10,,,
10165,10,,,
10170,0,,,
10175,10,,,
10180,0,,,
10185,0,,,
10190,10,,,
10195,0,,,
10200,0,,,
10205,0,,,
10210,10,,,
10215,0,,,
10220,10,,,
10225,0,,,
10230,0,,,
10235,0,,,
10240,0,,,
10245,10,,,
10250,0,,,
10255,0,,,
10260,10,,,
10265,0,,,
10270,0,,,
10275,0,,,
10280,10,,,
10285,0,,,
10290,0,,,
10295,0,,,
10300,10,,,
10305,10,,,
10310,0,,,
10315,0,,,
10320,0,,,
10325,0,,,
10330,0,,,
10335,0,,,
10340,10,,,
10345,0,,,
10350,0,,,
10355,0,,,
10360,0,,,
10365,10,,,
10370,0,,,
10375,0,,,
10380,0,,,
10385,0,,,
10390,10,,,
10395,0,,,
10400,0,,,
10405,10,,,
10410,0,,,
10415,0,,,
10420,0,,,
10425,0,,,
10430,10,,,
10435,0,,,
10440,10,,,
10445,0,,,
10450,0,,,
10455,10,,,
10460,0,,,
10465,0,,,
10470,10,,,
10475,0,,,
10480,0,,,
10485,0,,,
10490,0,,,
10495,0,,,
10500,0,,,
10505,0,,,
10510,0,,,
10515,0,,,
10520,0,,,
10525,10,,,
10530,0,,,
10535,0,,,
10540,0,,,
10545,0,,,
10550,0,,,
10555,0,,,
10560,10,,,
10565,10,,,
10570,0,,,
10575,0,,,
10580,10,,,
10585,10,,,
10590,10,,,
10595,10,,,
10600,0,,,
10605,10,,,
10610,0,,,
10615,10,,,
10620,0,,,
10625,10,,,
10630,0,,,
10635,0,,,
10640,0,,,
10645,0,,,
10650,10,,,
10655,10,,,
10660,0,,,
10665,0,,,
10670,10,,,
10675,0,,,
10680,0,,,
10685,10,,,
10690,0,,,
10695,0,,,
10700,0,,,
10705,0,,,
10710,10,,,
10715,10,,,
10720,10,,,
10725,0,,,
10730,0,,,
10735,10,,,
10740,0,,,
10745,0,,,
10750,10,,,
10755,0,,,
10760,10,,,
10765,0,,,
10770,0,,,
10775,0,,,
10780,0,,,
10785,0,,,
10790,0,,,
10795,10,,,
10800,0,,,
10805,0,,,
10810,10,,,
10815,10,,,
10820,0,,,
10825,10,,,
10830,0,,,
10835,0,,,
10840,0,,,
10845,0,,,
10850,0,,,
10855,0,,,
10860,0,,,
10865,0,,,
10870,0,,,
10875,10,,,
10880,10,,,
10885,0,,,
10890,10,,,
10895,10,,,
10900,0,,,
10905,0,,,
10910,0,,,
10915,0,,,
10920,10,,,
10925,0,,,
10930,0,,,
10935,0,,,
10940,10,,,
10945,10,,,
10950,10,,,
10955,0,,,
10960,0,,,
10965,0,,,
10970,10,,,
10975,0,,,
10980,0,,,
10985,10,,,
10990,10,,,
10995,0,,,
11000,0,,,
11005,0,,,
11010,0,,,
11015,10,,,
11020,0,,,
11025,0,,,
11030,0,,,
11035,10,,,
11040,0,,,
11045,0,,,
11050,10,,,
11055,0,,,
11060,0,,,
11065,0,,,
11070,10,,,
11075,0,,,
11080,0,,,
11085,0,,,
11090,0,,,
11095,10,,,
11100,0,,,
11105,0,,,
11110,0,,,
11115,0,,,
11120,10,,,
11125,0,,,
11130,10,,,
11135,0,,,
11140,10,,,
11145,10,,,
11150,0,,,
11155,10,,,
11160,0,,,
11165,0,,,
11170,0,,,
11175,0,,,
11180,10,,,
11185,0,,,
11190,0,,,
11195,10,,,
11200,0,,,
11205,10,,,
11210,0,,,
11215,10,,,
11220,10,,,
11225,0,,,
11230,0,,,
11235,10,,,
11240,10,,,
11245,0,,,
11250,0,,,
11255,0,,,
11260,10,,,
11265,0,,,
11270,10,,,
11275,10,,,
11280,0,,,
11285,0,,,
11290,0,,,
11295,0,,,
11300,0,,,
11305,10,,,
11310,0,,,
11315,0,,,
11320,10,,,
11325,0,,,
11330,10,,,
11335,0,,,
11340,0,,,
11345,0,,,
11350,0,,,
11355,0,,,
11360,10,,,
11365,0,,,
11370,0,,,
11375,0,,,
11380,10,,,
11385,0,,,
11390,0,,,
11395,0,,,
11400,0,,,
11405,0,,,
11410,10,,,
11415,0,,,
11420,10,,,
11425,0,,,
11430,0,,,
11435,10,,,
11440,0,,,
11445,0,,,
11450,0,,,
11455,0,,,
11460,0,,,
11465,0,,,
11470,0,,,
11475,0,,,
11480,0,,,
11485,0,,,
11490,0,,,
11495,10,,,
11500,0,,,
11505,0,,,
11510,0,,,
11515,10,,,
11520,10,,,
11525,0,,,
11530,0,,,
11535,10,,,
11540,10,,,
11545,0,,,
11550,0,,,
11555,10,,,
11560,10,,,
11565,0,,,
11570,0,,,
11575,0,,,
11580,0,,,
11585,10,,,
11590,10,,,
11595,0,,,
11600,0,,,
11605,10,,,
11610,0,,,
11615,0,,,
11620,0,,,
11625,0,,,
11630,0,,,
11635,0,,,
11640,0,,,
11645,10,,,
11650,0,,,
11655,0,,,
11660,0,,,
11665,0,,,
11670,0,,,
11675,0,,,
11680,0,,,
11685,0,,,
11690,0,,,
11695,0,,,
11700,0,,,
11705,10,,,
11710,10,,,
11715,10,,,
11720,0,,,
11725,0,,,
11730,10,,,
11735,0,,,
11740,0,,,
11745,10,,,
11750,10,,,
11755,0,,,
11760,10,,,
11765,10,,,
11770,0,,,
11775,10,,,
11780,10,,,
11785,0,,,
11790,0,,,
11795,10,,,
11800,0,,,
11805,0,,,
11810,0,,,
11815,0,,,
11820,0,,,
11825,0,,,
11830,0,,,
11835,0,,,
11840,0,,,
11845,10,,,
11850,0,,,
11855,0,,,
11860,10,,,
11865,0,,,
11870,0,,,
11875,0,,,
11880,0,,,
11885,0,,,
11890,0,,,
11895,10,,,
11900,0,,,
11905,10,,,
11910,0,,,
11915,0,,,
11920,0,,,
11925,0,,,
11930,0,,,
11935,0,,,
11940,10,,,
11945,0,,,
11950,10,,,
11955,0,,,
11960,0,,,
11965,10,,,
11970,0,,,
11975,0,,,
11980,0,,,
11985,0,,,
11990,0,,,
11995,0,,,
12000,0,,,
12005,0,,,
12010,0,,,
12015,0,,,
12020,0,,,
12025,0,,,
12030,0,,,
12035,10,,,
12040,0,,,
12045,0,,,
12050,0,,,
12055,0,,,
12060,10,,,
12065,0,,,
12070,0,,,
12075,10,,,
12080,0,,,
12085,0,,,
12090,0,,,
12095,0,,,
12100,10,,,
12105,0,,,
12110,0,,,
12115,10,,,
12120,0,,,
12125,0,,,
12130,0,,,
12135,0,,,
12140,0,,,
12145,10,,,
12150,0,,,
12155,0,,,
12160,0,,,
12165,0,,,
12170,0,,,
12175,10,,,
12180,0,,,
12185,0,,,
12190,10,,,
12195,10,,,
12200,0,,,
12205,0,,,
12210,0,,,
12215,0,,,
12220,0,,,
12225,0,,,
12230,0,,,
12235,10,,,
12240,10,,,
12245,0,,,
12250,0,,,
12255,0,,,
12260,0,,,
12265,10,,,
12270,0,,,
12275,0,,,
12280,10,,,
12285,0,,,
12290,0,,,
12295,0,,,
12300,10,,,
12305,0,,,
12310,0,,,
12315,0,,,
12320,0,,,
12325,0,,,
12330,0,,,
12335,10,,,
12340,0,,,
12345,10,,,
12350,0,,,
12355,0,,,
12360,10,,,
12365,0,,,
12370,0,,,
12375,0,,,
12380,0,,,
12385,0,,,
12390,0,,,
12395,0,,,
12400,10,,,
12405,0,,,
12410,0,,,
12415,0,,,
12420,0,,,
12425,0,,,
12430,0,,,
12435,0,,,
12440,0,,,
12445,0,,,
12450,0,,,
12455,10,,,
12460,0,,,
12465,0,,,
12470,0,,,
12475,10,,,
12480,0,,,
12485,0,,,
12490,0,,,
12495,0,,,
12500,0,,,
12505,0,,,
12510,10,,,
12515,10,,,
12520,0,,,
12525,0,,,
12530,10,,,
12535,10,,,
12540,0,,,
12545,0,,,
12550,0,,,
12555,0,,,
12560,10,,,
12565,0,,,
12570,10,,,
12575,0,,,
12580,0,,,
12585,0,,,
12590,0,,,
12595,0,,,
12600,0,,,
12605,0,,,
12610,0,,,
12615,0,,,
12620,0,,,
12625,0,,,
12630,10,,,
12635,10,,,
12640,0,,,
12645,0,,,
12650,10,,,
12655,0,,,
12660,0,,,
12665,0,,,
12670,0,,,
12675,10,,,
12680,0,,,
12685,0,,,
12690,0,,,
12695,0,,,
12700,0,,,
12705,0,,,
12710,0,,,
12715,0,,,
12720,0,,,
12725,10,,,
12730,0,,,
12735,10,,,
12740,0,,,
12745,0,,,
12750,10,,,
12755,0,,,
12760,0,,,
12765,0,,,
12770,0,,,
12775,0,,,
12780,0,,,
12785,10,,,
12790,10,,,
12795,0,,,
12800,10,,,
12805,0,,,
12810,0,,,
12815,0,,,
12820,0,,,
12825,0,,,
12830,0,,,
12835,0,,,
12840,10,,,
12845,0,,,
12850,0,,,
12855,0,,,
12860,0,,,
12865,0,,,
12870,0,,,
12875,0,,,
12880,0,,,
12885,0,,,
12890,0,,,
12895,0,,,
12900,0,,,
12905,10,,,
12910,10,,,
12915,10,,,
12920,0,,,
12925,0,,,
12930,0,,,
12935,0,,,
12940,0,,,
12945,0,,,
12950,0,,,
12955,10,,,
12960,10,,,
12965,0,,,
12970,10,,,
12975,10,,,
12980,0,,,
12985,0,,,
12990,0,,,
12995,0,,,
13000,0,,,
13005,0,,,
13010,10,,,
13015,0,,,
13020,10,,,
13025,0,,,
13030,0,,,
13035,0,,,
13040,0,,,
13045,0,,,
13050,0,,,
13055,0,,,
13060,10,,,
13065,10,,,
13070,10,,,
13075,10,,,
13080,0,,,
13085,0,,,
13090,0,,,
13095,0,,,
13100,10,,,
13105,0,,,
13110,10,,,
13115,0,,,
13120,0,,,
13125,0,,,
13130,0,,,
13135,0,,,
13140,0,,,
13145,0,,,
13150,0,,,
13155,0,,,
13160,0,,,
13165,0,,,
13170,0,,,
13175,0,,,
13180,0,,,
13185,0,,,
13190,0,,,
13195,0,,,
13200,0,,,
13205,0,,,
13210,10,,,
13215,0,,,
13220,10,,,
13225,0,,,
13230,10,,,
13235,10,,,
13240,0,,,
13245,0,,,
13250,0,,,
13255,10,,,
13260,0,,,
13265,0,,,
13270,0,,,
13275,10,,,
13280,0,,,
13285,10,,,
13290,0,,,
13295,0,,,
13300,0,,,
13305,0,,,
13310,0,,,
13315,10,,,
13320,0,,,
13325,10,,,
13330,0,,,
13335,10,,,
13340,0,,,
13345,10,,,
13350,10,,,
13355,0,,,
13360,0,,,
13365,0,,,
13370,0,,,
13375,0,,,
13380,0,,,
13385,0,,,
13390,0,,,
13395,0,,,
13400,10,,,
13405,0,,,
13410,0,,,
13415,0,,,
13420,10,,,
13425,0,,,
13430,0,,,
13435,0,,,
13440,0,,,
13445,10,,,
13450,0,,,
13455,0,,,
13460,0,,,
13465,10,,,
13470,0,,,
13475,10,,,
13480,10,,,
13485,10,,,
13490,0,,,
13495,0,,,
13500,0,,,
13505,0,,,
13510,0,,,
13515,10,,,
13520,0,,,
13525,0,,,
13530,0,,,
13535,0,,,
13540,0,,,
13545,0,,,
13550,0,,,
13555,0,,,
13560,0,,,
13565,10,,,
13570,10,,,
13575,0,,,
13580,0,,,
13585,0,,,
13590,0,,,
13595,0,,,
13600,10,,,
13605,0,,,
13610,0,,,
13615,0,,,
13620,10,,,
13625,10,,,
13630,0,,,
13635,0,,,
13640,10,,,
13645,10,,,
13650,0,,,
13655,0,,,
13660,0,,,
13665,0,,,
13670,0,,,
13675,0,,,
13680,0,,,
13685,0,,,
13690,0,,,
13695,10,,,
13700,0,,,
13705,0,,,
13710,0,,,
13715,0,,,
13720,0,,,
13725,0,,,
13730,10,,,
13735,10,,,
13740,10,,,
13745,0,,,
13750,0,,,
13755,10,,,
13760,0,,,
13765,0,,,
13770,0,,,
13775,0,,,
13780,0,,,
13785,0,,,
13790,10,,,
13795,0,,,
13800,0,,,
13805,0,,,
13810,0,,,
13815,0,,,
13820,0,,,
13825,0,,,
13830,10,,,
13835,0,,,
13840,0,,,
13845,0,,,
13850,10,,,
13855,0,,,
13860,0,,,
13865,0,,,
13870,10,,,
13875,0,,,
13880,0,,,
13885,0,,,
13890,0,,,
13895,0,,,
13900,0,,,
13905,0,,,
13910,0,,,
13915,0,,,
13920,0,,,
13925,0,,,
13930,0,,,
13935,0,,,
13940,0,,,
13945,0,,,
13950,0,,,
13955,10,,,
13960,0,,,
13965,10,,,
13970,10,,,
13975,0,,,
13980,0,,,
13985,0,,,
13990,0,,,
13995,0,,,
14000,0,,,
14005,0,,,
14010,10,,,
14015,10,,,
14020,10,,,
14025,10,,,
14030,10,,,
14035,0,,,
14040,0,,,
14045,0,,,
14050,0,,,
14055,0,,,
14060,0,,,
14065,0,,,
14070,10,,,
14075,0,,,
14080,0,,,
14085,10,,,
14090,0,,,
14095,0,,,
14100,0,,,
14105,10,,,
14110,0,,,
14115,0,,,
14120,0,,,
14125,10,,,
14130,0,,,
14135,0,,,
14140,0,,,
14145,10,,,
14150,0,,,
14155,0,,,
14160,0,,,
14165,0,,,
14170,0,,,
14175,0,,,
14180,0,,,
14185,0,,,
14190,0,,,
14195,10,,,
14200,10,,,
14205,0,,,
14210,0,,,
14215,0,,,
14220,10,,,
14225,0,,,
14230,0,,,
14235,0,,,
14240,0,,,
14245,0,,,
14250,0,,,
14255,0,,,
14260,0,,,
14265,0,,,
14270,10,,,
14275,0,,,
14280,10,,,
14285,0,,,
14290,0,,,
14295,0,,,
14300,0,,,
14305,0,,,
14310,0,,,
14315,0,,,
14320,10,,,
14325,10,,,
14330,10,,,
14335,0,,,
14340,0,,,
14345,0,,,
14350,0,,,
14355,10,,,
14360,0,,,
14365,0,,,
14370,10,,,
14375,0,,,
14380,0,,,
14385,0,,,
14390,0,,,
14395,0,,,
14400,0,,,
14405,0,,,
14410,0,,,
14415,0,,,
14420,0,,,
14425,0,,,
14430,0,,,
14435,0,,,
14440,10,,,
14445,0,,,
14450,0,,,
14455,0,,,
14460,0,,,
14465,10,,,
14470,0,,,
14475,0,,,
14480,0,,,
14485,10,,,
14490,0,,,
14495,0,,,
14500,0,,,
14505,0,,,
14510,0,,,
14515,10,,,
14520,0,,,
14525,10,,,
14530,0,,,
14535,0,,,
14540,0,,,
14545,0,,,
14550,10,,,
14555,10,,,
14560,10,,,
14565,10,,,
14570,0,,,
14575,0,,,
14580,0,,,
14585,10,,,
14590,0,,,
14595,0,,,
14600,0,,,
14605,10,,,
14610,0,,,
14615,0,,,
14620,10,,,
14625,0,,,
14630,0,,,
14635,0,,,
14640,0,,,
14645,0,,,
14650,0,,,
14655,10,,,
14660,0,,,
14665,0,,,
14670,0,,,
14675,0,,,
14680,0,,,
14685,0,,,
14690,0,,,
14695,0,,,
14700,0,,,
14705,10,,,
14710,10,,,
14715,0,,,
14720,10,,,
14725,0,,,
14730,0,,,
14735,10,,,
14740,0,,,
14745,0,,,
14750,0,,,
14755,0,,,
14760,0,,,
14765,10,,,
14770,0,,,
14775,0,,,
14780,10,,,
14785,0,,,
14790,0,,,
14795,10,,,
14800,10,,,
14805,0,,,
14810,0,,,
14815,0,,,
14820,10,,,
14825,0,,,
14830,0,,,
14835,0,,,
14840,0,,,
14845,0,,,
14850,0,,,
14855,0,,,
14860,0,,,
14865,10,,,
14870,0,,,
14875,0,,,
14880,0,,,
14885,0,,,
14890,0,,,
14895,0,,,
14900,10,,,
14905,10,,,
14910,0,,,
14915,0,,,
14920,0,,,
14925,10,,,
14930,0,,,
14935,0,,,
14940,0,,,
14945,0,,,
14950,0,,,
14955,10,,,
14960,0,,,
14965,0,,,
14970,0,,,
14975,10,,,
14980,0,,,
14985,10,,,
14990,10,,,
14995,0,,,
15000,0,,,
15005,0,,,
15010,0,,,
15015,10,,,
15020,10,,,
15025,0,,,
15030,0,,,
15035,0,,,
15040,0,,,
15045,0,,,
15050,0,,,
15055,0,,,
15060,10,,,
15065,0,,,
15070,10,,,
15075,0,,,
15080,10,,,
15085,0,,,
15090,0,,,
15095,10,,,
15100,0,,,
15105,0,,,
15110,10,,,
15115,0,,,
15120,10,,,
15125,0,,,
15130,0,,,
15135,10,,,
15140,0,,,
15145,0,,,
15150,10,,,
15155,0,,,
15160,0,,,
15165,0,,,
15170,0,,,
15175,0,,,
15180,0,,,
15185,10,,,
15190,0,,,
15195,10,,,
15200,0,,,
15205,0,,,
15210,0,,,
15215,0,,,
15220,0,,,
15225,0,,,
15230,10,,,
15235,10,,,
15240,0,,,
15245,0,,,
15250,0,,,
15255,10,,,
15260,0,,,
15265,0,,,
15270,0,,,
15275,0,,,
15280,0,,,
15285,0,,,
15290,0,,,
15295,0,,,
15300,0,,,
15305,0,,,
15310,0,,,
15315,0,,,
15320,0,,,
15325,0,,,
15330,0,,,
15335,0,,,
15340,0,,,
15345,0,,,
15350,0,,,
15355,0,,,
15360,0,,,
15365,0,,,
15370,0,,,
15375,0,,,
15380,0,,,
15385,0,,,
15390,0,,,
15395,0,,,
15400,0,,,
15405,0,,,
15410,0,,,
15415,0,,,
15420,0,,,
15425,0,,,
15430,0,,,
15435,0,,,
15440,0,,,
15445,0,,,
15450,0,,,
15455,0,,,
15460,0,,,
15465,0,,,
15470,0,,,
15475,0,,,
15480,0,,,
15485,0,,,
15490,0,,,
15495,0,,,
15500,0,,,
15505,0,,,
15510,0,,,
15515,0,,,
15520,0,,,
15525,0,,,
15530,0,,,
15535,0,,,
15540,0,,,
15545,0,,,
15550,0,,,
15555,0,,,
15560,0,,,
15565,0,,,
15570,0,,,
15575,0,,,
15580,0,,,
15585,0,,,
15590,0,,,
15595,0,,,
15600,0,,,
15605,0,,,
15610,0,,,
15615,0,,,
15620,0,,,
15625,0,,,
15630,0,,,
15635,0,,,
15640,0,,,
15645,0,,,
15650,0,,,
15655,0,,,
15660,0,,,
15665,0,,,
15670,0,,,
15675,0,,,
15680,0,,,
15685,0,,,
15690,0,,,
15695,0,,,
15700,0,,,
15705,0,,,
15710,0,,,
15715,0,,,
15720,0,,,
15725,0,,,
15730,0,,,
15735,0,,,
15740,0,,,
15745,0,,,
15750,0,,,
15755,0,,,
15760,0,,,
15765,0,,,
15770,0,,,
15775,0,,,
15780,0,,,
15785,0,,,
15790,0,,,
15795,0,,,
15800,0,,,
15805,0,,,
15810,0,,,
15815,0,,,
15820,0,,,
15825,0,,,
15830,0,,,
15835,0,,,
15840,0,,,
15845,0,,,
15850,0,,,
15855,0,,,
15860,0,,,
15865,0,,,
15870,0,,,
15875,0,,,
15880,0,,,
15885,0,,,
15890,0,,,
15895,0,,,
15900,0,,,
15905,0,,,
15910,0,,,
15915,0,,,
15920,0,,,
15925,0,,,
15930,0,,,
15935,0,,,
15940,0,,,
15945,0,,,
15950,0,,,
15955,0,,,
15960,0,,,
15965,0,,,
15970,0,,,
15975,0,,,
15980,0,,,
15985,0,,,
15990,0,,,
15995,0,,,
16000,0,,,
16005,0,,,
16010,0,,,
16015,0,,,
16020,0,,,
16025,0,,,
16030,0,,,
16035,0,,,
16040,0,,,
16045,0,,,
16050,0,,,
16055,0,,,
16060,0,,,
16065,0,,,
16070,0,,,
16075,0,,,
16080,0,,,
16085,0,,,
16090,0,,,
16095,0,,,
16100,0,,,
16105,0,,,
16110,0,,,
16115,0,,,
16120,0,,,
16125,0,,,
16130,0,,,
16135,0,,,
16140,0,,,
16145,0,,,
16150,0,,,
16155,0,,,
16160,0,,,
16165,0,,,
16170,0,,,
16175,0,,,
16180,0,,,
16185,0,,,
16190,0,,,
16195,0,,,
16200,0,,,
16205,0,,,
16210,0,,,
16215,0,,,
16220,0,,,
16225,0,,,
16230,0,,,
16235,0,,,
16240,0,,,
16245,0,,,
16250,0,,,
16255,0,,,
16260,0,,,
16265,0,,,
16270,0,,,
16275,0,,,
16280,0,,,
16285,0,,,
16290,0,,,
16295,0,,,
16300,0,,,
16305,0,,,
16310,0,,,
16315,0,,,
16320,0,,,
16325,0,,,
16330,0,,,
16335,0,,,
16340,0,,,
16345,0,,,
16350,0,,,
16355,0,,,
16360,0,,,
16365,0,,,
16370,0,,,
16375,0,,,
16380,0,,,
16385,0,,,
16390,0,,,
16395,0,,,
16400,0,,,
16405,0,,,
16410,0,,,
16415,0,,,
16420,0,,,
16425,0,,,
16430,0,,,
16435,0,,,
16440,0,,,
16445,0,,,
16450,0,,,
16455,0,,,
16460,0,,,
16465,0,,,
16470,0,,,
16475,0,,,
16480,0,,,
16485,0,,,
16490,0,,,
16495,0,,,
16500,0,,,
16505,0,,,
16510,0,,,
16515,0,,,
16520,0,,,
16525,0,,,
16530,0,,,
16535,0,,,
16540,0,,,
16545,0,,,
16550,0,,,
16555,0,,,
16560,0,,,
16565,0,,,
16570,0,,,
16575,0,,,
16580,0,,,
16585,0,,,
16590,0,,,
16595,0,,,
16600,0,,,
16605,0,,,
16610,0,,,
16615,0,,,
16620,0,,,
16625,0,,,
16630,0,,,
16635,0,,,
16640,0,,,
16645,0,,,
16650,0,,,
16655,0,,,
16660,0,,,
16665,0,,,
16670,0,,,
16675,0,,,
16680,0,,,
16685,0,,,
16690,0,,,
16695,0,,,
16700,0,,,
16705,0,,,
16710,0,,,
16715,0,,,
16720,0,,,
16725,0,,,
16730,0,,,
16735,0,,,
16740,0,,,
16745,0,,,
16750,0,,,
16755,0,,,
16760,0,,,
16765,0,,,
16770,0,,,
16775,0,,,
16780,0,,,
16785,0,,,
16790,0,,,
16795,0,,,
16800,0,,,
16805,0,,,
16810,0,,,
16815,0,,,
16820,0,,,
16825,0,,,
16830,0,,,
16835,0,,,
16840,0,,,
16845,0,,,
16850,0,,,
16855,0,,,
16860,0,,,
16865,0,,,
16870,0,,,
16875,0,,,
16880,0,,,
16885,0,,,
16890,0,,,
16895,0,,,
16900,0,,,
16905,0,,,
16910,0,,,
16915,0,,,
16920,0,,,
16925,0,,,
16930,0,,,
16935,0,,,
16940,0,,,
16945,0,,,
16950,0,,,
16955,0,,,
16960,0,,,
16965,0,,,
16970,0,,,
16975,0,,,
16980,0,,,
16985,0,,,
16990,0,,,
16995,0,,,
17000,0,,,
17005,0,,,
17010,0,,,
17015,0,,,
17020,0,,,
17025,0,,,
17030,0,,,
17035,0,,,
17040,0,,,
17045,0,,,
17050,0,,,
17055,0,,,
17060,0,,,
17065,0,,,
17070,0,,,
17075,0,,,
17080,0,,,
17085,0,,,
17090,0,,,
17095,0,,,
17100,0,,,
17105,0,,,
17110,0,,,
17115,0,,,
17120,0,,,
17125,0,,,
17130,0,,,
17135,0,,,
17140,0,,,
17145,0,,,
17150,0,,,
17155,0,,,
17160,0,,,
17165,0,,,
17170,0,,,
17175,0,,,
17180,0,,,
17185,0,,,
17190,0,,,
17195,0,,,
17200,0,,,
17205,0,,,
17210,0,,,
17215,0,,,
17220,0,,,
17225,0,,,
17230,0,,,
17235,0,,,
17240,0,,,
17245,0,,,
17250,0,,,
17255,0,,,
17260,0,,,
17265,0,,,
17270,0,,,
17275,0,,,
17280,0,,,
17285,0,,,
17290,0,,,
17295,0,,,
17300,0,,,
17305,0,,,
17310,0,,,
17315,0,,,
17320,0,,,
17325,0,,,
17330,0,,,
17335,0,,,
17340,0,,,
17345,0,,,
17350,0,,,
17355,0,,,
17360,0,,,
17365,0,,,
17370,0,,,
17375,0,,,
17380,0,,,
17385,0,,,
17390,0,,,
17395,0,,,
17400,0,,,
17405,0,,,
17410,0,,,
17415,0,,,
17420,0,,,
17425,0,,,
17430,0,,,
17435,0,,,
17440,0,,,
17445,0,,,
