?,1,8,4,5,6,2,3,7
7,5,4,2,8,3,6,1,9
1,6,3,7,9,4,8,5,2
6,8,7,1,2,9,5,4,3
3,4,9,5,6,7,1,2,8
5,7,2,3,1,8,9,6,4
8,3,5,6,4,2,7,9,1
4,2,1,9,7,5,3,8,6
2,9,6,8,3,1,4,7,5
